"","Position","Player","Tour_Match","Team","Metres_Gained","Carries","Passes","Tackles","Missed_Tackles","Turnovers_Won","Turnovers_Conceded","Defenders_Beaten","Try_Assists","Offloads","Clean_Breaks","Lineouts_Won","Lineouts_Stolen","Match_Data_File"
"432",18,"Kyle Sinckler","M10","BIL",NA,3,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"433",19,"Courtney Lawes","M10","BIL",1,4,1,2,NA,NA,1,NA,NA,NA,NA,2,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"434",20,"CJ Stander","M10","BIL",5,5,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"435",21,"Rhys Webb","M10","BIL",6,1,5,4,NA,2,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"436",22,"Ben Te'o","M10","BIL",11,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"437",23,"Jack Nowell","M10","BIL",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"438",15,"Jordie Barrett","M10","New Zealand",76,12,8,2,2,NA,3,3,NA,1,2,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"439",14,"Israel Dagg","M10","New Zealand",18,4,2,3,NA,1,2,1,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"440",13,"Anton Lienert-Brown","M10","New Zealand",21,5,5,4,1,NA,2,1,NA,NA,1,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"441",12,"Ngani Laumape ","M10","New Zealand",68,5,4,4,2,NA,1,NA,NA,1,1,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"442",11,"Julian Savea ","M10","New Zealand",80,9,2,5,1,NA,3,7,NA,1,1,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"443",10,"Beauden Barrett","M10","New Zealand",80,20,17,4,NA,NA,3,3,NA,4,1,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"444",9,"Aaron Smith ","M10","New Zealand",1,3,74,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"445",1,"Joe Moody ","M10","New Zealand",1,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"446",2,"Codie Taylor ","M10","New Zealand",5,4,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"447",3,"Owen Franks ","M10","New Zealand",NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"448",4,"Brodie Retallick","M10","New Zealand",16,5,3,4,NA,NA,NA,NA,NA,NA,NA,3,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"449",5,"Sam Whitelock ","M10","New Zealand",3,3,3,10,1,2,2,NA,NA,NA,NA,2,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"450",6,"Jerome Kaino","M10","New Zealand",7,7,1,8,1,1,NA,NA,NA,NA,NA,3,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"451",7,"Sam Cane ","M10","New Zealand",2,5,3,10,1,NA,2,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"452",8,"Kieran Read","M10","New Zealand",22,8,4,11,3,NA,NA,1,NA,NA,NA,5,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"453",16,"Nathan Harris ","M10","New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"454",17,"Wyatt Crockett ","M10","New Zealand",NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"455",18,"Charlie Faumuina ","M10","New Zealand",3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"456",19,"Scott Barrett ","M10","New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"457",20,"Ardie Savea ","M10","New Zealand",2,3,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"458",21,"TJ Perenara ","M10","New Zealand",NA,1,8,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"459",22,"Aaron Cruden ","M10","New Zealand",2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
"460",23,"Malakai Fekitoa ","M10","New Zealand",20,2,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,"data/html/M10-British & Irish Lions _ New Zealand v British & Irish Lions – 3rd Test.html"
